8220DB000159,Griffith Parade,159,53.38278372,-6.282835112
8220DB000164,Beneavin Road,164,53.38843036,-6.280487923
8220DB000165,Beneavin Park,165,53.38903487,-6.283771249
8220DB000166,Beneavin School,166,53.3895836,-6.286305149
8220DB000167,Beneavin Road,167,53.3901866,-6.286987585
8220DB000168,Beneavin Park,168,53.38925997,-6.284423735
8220DB000169,Beneavin Court,169,53.38843393,-6.28011191
8220DB000173,Glasnamana Place,173,53.38212161,-6.280546748
8220DB000174,Tolka Estate,174,53.38068035,-6.280950562
8220DB000175,Northland Grove,175,53.37842425,-6.281567539
8220DB000176,Old Finglas Road,176,53.37803204,-6.279298606
8220DB000177,Ballygall Rd East,177,53.38046838,-6.276224035
8220DB000178,Fitzmaurice Road,178,53.38189026,-6.276346983
8220DB000179,Ballygall Rd East,179,53.38030343,-6.27600522
8220DB000181,Cremore Avenue,181,53.37714984,-6.274223707
8220DB000182,Met Eireann,182,53.37565677,-6.26980506
8220DB000183,Botanic Gardens,183,53.37231593,-6.268753185
8220DB000184,Botanic Road,184,53.36970368,-6.268979354
8220DB000185,St Teresa's Place,185,53.36810094,-6.270021139
8220DB000186,Lindsay Grove,186,53.36535534,-6.271589978
8220DB000187,Phibsborough Road,187,53.36273425,-6.272447365
8220DB000188,North Circular Road,188,53.36012069,-6.272583149
8220DB000189,Fire Station,189,53.35716744,-6.273468816
8220DB000190,Broadstone,190,53.35512573,-6.273371074
8220DB000191,Western Way,191,53.35501795,-6.269033781
8220DB000192,Mountjoy Street,192,53.35639721,-6.26807647
8220DB000193,Finglas Park,193,53.39119631,-6.294104035
8220DB000194,Western Way,194,53.35504065,-6.269979311
8220DB000195,Broadstone,195,53.35501178,-6.27357098
8220DB000196,Fire Station,196,53.3568839,-6.273750704
8220DB000197,Monck Place,197,53.35895263,-6.273231374
8220DB000198,Phibsborough SC,198,53.36162538,-6.27283781
8220DB000199,Munster Street,199,53.36362181,-6.272291246
8220DB000200,Prospect Way,200,53.36742269,-6.271596444
8220DB000201,Botanic Road,201,53.3682911,-6.270118627
8220DB000202,Fairfield Road,202,53.37008009,-6.268903978
8220DB000203,Whitehall College,203,53.37639279,-6.250010028
8220DB000204,Highfield Hospital,204,53.37958836,-6.246662193
8220DB000205,Iveragh Road,205,53.38137533,-6.245326047
8220DB000206,Collins Avenue West,206,53.38354609,-6.247476708
8220DB000207,Larkhill Road,207,53.38482163,-6.249874783
8220DB000208,Glendun Road,208,53.38665393,-6.247950408
8220DB000209,Larkhill Road,209,53.38727111,-6.245910447
8220DB000210,Crestfield Road,210,53.38759408,-6.248317728
8220DB000211,Collins Avenue,211,53.38428086,-6.249160331
8220DB000212,Whitehall,212,53.38319564,-6.246258398
8220DB000213,Iveragh Road,213,53.38144954,-6.244872024
8220DB000214,Highfield Hospital,214,53.37940848,-6.246654552
8220DB000215,Collins Avenue,215,53.38187229,-6.242449429
8220DB000216,Beaumont Road,216,53.38233082,-6.23819132
8220DB000217,Grace Park Court,217,53.38432362,-6.236801122
8220DB000218,Shantalla Road,218,53.3859239,-6.233788324
8220DB000220,Swords Road,220,53.38794054,-6.244980841
8220DB000228,Shanliss Road,228,53.39187739,-6.259719573
8220DB000233,Beaumont Road,233,53.38582131,-6.233536994
8220DB000234,Beaumont Grove,234,53.38495048,-6.234820843
8220DB000235,Collinswood,235,53.38329661,-6.237249457
8220DB000236,Yellow Road,236,53.38202474,-6.23815886
8220DB000237,Collins Avenue,237,53.38203193,-6.2435252
8220DB000242,Coolgreena Road,242,53.3856549,-6.232010428
8220DB000243,Lady of Mercy,243,53.38578006,-6.229539675
8220DB000244,Skelly's Lane,244,53.38499821,-6.223498516
8220DB000245,Whitethorn Crescent,245,53.38447224,-6.219566606
8220DB000246,Artane Castle,246,53.38515048,-6.216230877
8220DB000247,Ardlea Road,247,53.38697616,-6.214500756
8220DB000248,Maryfield Drive,248,53.38556456,-6.214469631
8220DB000249,Artane Castle,249,53.38493355,-6.216149745
8220DB000250,Skelly's Lane,250,53.38441945,-6.220245316
8220DB000251,Elmount Crescent,251,53.38483228,-6.223219786
8220DB000252,Lady of Mercy,252,53.38556802,-6.227969918
8220DB000253,Beaumont Hospital,253,53.38996257,-6.224299142
8220DB000254,Beaumont Hospital,254,53.3902653,-6.224106114
8220DB000255,Coolgreena Road,255,53.38559388,-6.231531872
8220DB000261,Parnell Square East,261,53.35405628,-6.262853361
8220DB000262,Parnell Square East,262,53.35394696,-6.262752649
8220DB000263,Parnell Square East,263,53.35374562,-6.262505454
8220DB000264,Parnell Square East,264,53.3535353,-6.262258627
8220DB000265,Parnell Square East,265,53.35336157,-6.262055381
8220DB000270,O'Connell St Upper,270,53.35062339,-6.260424292
8220DB000271,O'Connell St Lower,271,53.34859636,-6.25948542
8220DB000272,O'Connell St Upper,272,53.35146448,-6.260780606
8220DB000273,O'Connell Bridge,273,53.34724742,-6.258819402
8220DB000274,O'Connell St Upper,274,53.35034908,-6.260720869
8220DB000276,River Road,276,53.3774022,-6.331796583
8220DB000277,O'Connell St Upper,277,53.35082233,-6.26050632
8220DB000278,O'Connell St Upper,278,53.35156087,-6.261227336
8220DB000279,O'Connell St Upper,279,53.35013175,-6.260609547
8220DB000281,O'Connell St Upper,281,53.35134353,-6.261116008
8220DB000284,Rathbourne Avenue,284,53.37728262,-6.328389284
8220DB000286,Cathal Brugha Street,286,53.35217084,-6.259910611
8220DB000288,Irish Life,288,53.34916881,-6.255601703
8220DB000289,Abbey St Lower,289,53.34903518,-6.256298123
8220DB000291,Abbey St Lower,291,53.3489504,-6.256647065
8220DB000292,Abbey St Lower,292,53.34919969,-6.255254959
8220DB000293,Abbey St Lower,293,53.34885817,-6.257101455
8220DB000297,Eden Quay,297,53.34814327,-6.256770126
8220DB000298,Eden Quay,298,53.34820066,-6.256392268
8220DB000299,Eden Quay,299,53.34824185,-6.256135236
8220DB000300,Liberty Hall,300,53.34829924,-6.255757376
8220DB000301,Eden Quay,301,53.34798837,-6.256626241
8220DB000302,Eden Quay,302,53.3480381,-6.25633882
8220DB000303,Eden Quay,303,53.34806,-6.255992453
8220DB000307,O'Donovan Road,307,53.33457709,-6.280087464
8220DB000308,Oscar Square,308,53.33677119,-6.279533657
8220DB000309,Ardee Street,309,53.33784989,-6.278919588
8220DB000312,Wellington Quay,312,53.34547647,-6.266206155
8220DB000313,Bachelors Walk,313,53.3469069,-6.261972498
8220DB000315,Bachelors Walk,315,53.3470973,-6.261469084
8220DB000317,Westmoreland Street,317,53.34652594,-6.259269366
8220DB000319,Westmoreland Street,319,53.34627443,-6.259279614
8220DB000320,Westmoreland Street,320,53.34564563,-6.259305233
8220DB000322,Gulliver's Retail Pk,322,53.40425499,-6.265350845
8220DB000325,Aston Quay,325,53.34669705,-6.25990826
8220DB000326,Aston Quay,326,53.34655354,-6.260544947
8220DB000328,Aston Quay,328,53.34634998,-6.261379334
8220DB000329,Aston Quay,329,53.34631886,-6.26171104
8220DB000333,D'Olier Street,333,53.34669224,-6.258346364
8220DB000334,D'Olier Street,334,53.34658116,-6.258125591
8220DB000335,D'Olier Street,335,53.34636141,-6.25784917
8220DB000336,D'Olier Street,336,53.34625164,-6.257718467
8220DB000340,Townsend Street,340,53.34601281,-6.256136099
8220DB000342,College Street,342,53.34556412,-6.256800261
8220DB000345,Pearse St Garda Stn,345,53.34547582,-6.256293194
8220DB000346,Pearse St Garda Stn,346,53.3455444,-6.256680908
8220DB000350,Prince's St South,350,53.34563194,-6.24976825
8220DB000351,Erne Street,351,53.34341826,-6.245308174
8220DB000352,Pearse Square,352,53.34298915,-6.24241214
8220DB000353,Grand Canal Quay,353,53.34264501,-6.239798018
8220DB000354,Ringsend Road,354,53.34223583,-6.23643569
8220DB000355,Ringsend Garage,355,53.34181735,-6.233058791
8220DB000356,Ringsend,356,53.34190302,-6.226717443
8220DB000357,Irishtown Road,357,53.33917104,-6.223121475
8220DB000371,Irishtown Road,371,53.33861278,-6.223054583
8220DB000372,Star of the Sea,372,53.33548815,-6.219655671
8220DB000373,Farney Park,373,53.33427533,-6.217889273
8220DB000374,Sandymount,374,53.33322844,-6.216401342
8220DB000381,St John's Church,381,53.32432377,-6.212374193
8220DB000387,Sandymount,387,53.33249951,-6.215741058
8220DB000388,Farney Park,388,53.33450886,-6.218480173
8220DB000389,Star of the Sea,389,53.33529008,-6.219633889
8220DB000390,Tritonville Road,390,53.33762991,-6.222239479
8220DB000391,Bath Street,391,53.34006386,-6.223925352
8220DB000392,Ringsend,392,53.34173363,-6.227415321
8220DB000393,Tritonville Road,393,53.33690389,-6.222374797
8220DB000395,Ringsend Road,395,53.34194005,-6.235276454
8220DB000396,Grand Canal Quay,396,53.34244252,-6.239475948
8220DB000397,Pearse Square,397,53.34278556,-6.242015007
8220DB000398,Erne Street,398,53.34329494,-6.245478447
8220DB000399,Pearse Station,399,53.34386682,-6.248308601
8220DB000400,Shaw Street,400,53.34484648,-6.253209847
8220DB000404,Nassau Street,404,53.34266333,-6.256347892
8220DB000405,Nassau Street,405,53.34248169,-6.255604373
8220DB000406,Nassau Street,406,53.34260615,-6.256124946
8220DB000407,Custom House,407,53.34837959,-6.253876506
8220DB000408,Merrion Sq North,408,53.34097078,-6.25001924
8220DB000409,Holles Street,409,53.34013673,-6.247695596
8220DB000410,Mount Street Lower,410,53.33881345,-6.24389039
8220DB000411,Mount Street Bridge,411,53.33811712,-6.241771554
8220DB000412,Haddington Road,412,53.33525551,-6.237279319
8220DB000413,Lansdowne Park,413,53.33409419,-6.236546394
8220DB000414,Lansdowne Road,414,53.33157381,-6.234473217
8220DB000415,American Embassy,415,53.33033782,-6.23294775
8220DB000417,Merrion Road,417,53.32769959,-6.22597042
8220DB000418,British Embassy,418,53.32571981,-6.223395298
8220DB000419,Shrewsbury Park,419,53.32399511,-6.220449503
8220DB000420,Merlyn Road,420,53.3219108,-6.217503922
8220DB000421,Merrion View Avenue,421,53.32000518,-6.21449112
8220DB000422,St Vincent's Hosp,422,53.31806419,-6.210324281
8220DB000423,Herbert Avenue,423,53.3171485,-6.207405658
8220DB000424,Merrion Gates,424,53.31539438,-6.203726866
8220DB000476,Merrion Gates,476,53.31575153,-6.204762523
8220DB000477,Herbert Avenue,477,53.31686305,-6.20695232
8220DB000478,St Vincent's Hosp,478,53.3181143,-6.211267825
8220DB000479,Merrion Centre,479,53.31914397,-6.213401287
8220DB000480,Netherlands Embassy,480,53.32084998,-6.216287205
8220DB000481,Wanderers FC,481,53.32234464,-6.218266443
8220DB000482,Shrewsbury Road,482,53.32472778,-6.221965295
8220DB000483,British Embassy,483,53.32594411,-6.223971481
8220DB000485,RDS Ballsbridge,485,53.32825151,-6.228634971
8220DB000487,American Embassy,487,53.33085529,-6.233902308
8220DB000488,Lansdowne Park,488,53.33309855,-6.236076947
8220DB000489,St Mary's Rd South,489,53.334942,-6.237352313
8220DB000490,Haddington Road,490,53.33657384,-6.238906806
8220DB000491,Mount Street Bridge,491,53.33781405,-6.241333511
8220DB000492,Mount Street Lower,492,53.33858469,-6.243614462
8220DB000493,Holles Street,493,53.33985342,-6.247376823
8220DB000494,Clare Street,494,53.34143558,-6.251682252
8220DB000495,Pearse Station,495,53.34359132,-6.249746705
8220DB000496,Busáras,496,53.34949688,-6.252223579
8220DB000497,Connolly,497,53.35052608,-6.250694343
8220DB000499,Summerhill Parade,499,53.35745034,-6.249088627
8220DB000500,Ballybough Road,500,53.35903608,-6.246289155
8220DB000501,Clonliffe Avenue,501,53.36070568,-6.243696374
8220DB000509,Ballybough Road,509,53.36060135,-6.24332504
8220DB000510,Charleville Avenue,510,53.35918938,-6.245711927
8220DB000511,Summerhill Parade,511,53.35751559,-6.248635233
8220DB000513,Rutland Street,513,53.35521196,-6.253972768
8220DB000515,Portland Row,515,53.35353487,-6.248092401
8220DB000516,North Strand Road,516,53.35568392,-6.245705684
8220DB000518,Waterloo Avenue,518,53.35890416,-6.240990944
8220DB000519,North Strand Fire Station,519,53.36033876,-6.239534529
8220DB000521,Annesley Bridge,521,53.36163705,-6.237978461
8220DB000522,Fairview,522,53.36328895,-6.235415975
8220DB000523,Marino College,523,53.36428545,-6.231693332
8220DB000525,Howth Road,525,53.36496087,-6.226330911
8220DB000526,Copeland Grove,526,53.36686957,-6.221112279
8220DB000527,Ashbrook,527,53.36801988,-6.212678881
8220DB000528,Castle Grove,528,53.36926408,-6.209936745
8220DB000529,Collins Avenue,529,53.37057741,-6.207612345
8220DB000530,Killester,530,53.37122453,-6.20402333
8220DB000531,The Demesne,531,53.37325091,-6.201307885
8220DB000532,The Meadows,532,53.37580208,-6.193474686
8220DB000533,Ennafort Park,533,53.37758328,-6.18705614
8220DB000534,Cill Eanna,534,53.37875024,-6.18164029
8220DB000535,Raheny,535,53.38025707,-6.177306957
8220DB000536,Raheny Library,536,53.38042376,-6.173511727
8220DB000537,Avondale Park,537,53.3799012,-6.168152635
8220DB000538,Maywood,538,53.38013806,-6.164264183
8220DB000539,Foxfield,539,53.38067366,-6.159355642
8220DB000540,Lonsdale,540,53.38133628,-6.155117944
8220DB000541,James Larkin Road,541,53.38187271,-6.152028068
8220DB000542,Strand View,542,53.38366192,-6.14626795
8220DB000591,Kilbarrack Road,591,53.38416759,-6.144682487
8220DB000592,James Larkin Road,592,53.38273301,-6.148382872
8220DB000593,Howth Road,593,53.38184869,-6.151638257
8220DB000594,Lonsdale ,594,53.38116337,-6.155561362
8220DB000595,Foxfield,595,53.38059995,-6.159238563
8220DB000596,Shieling Square,596,53.38025284,-6.161793972
8220DB000597,Maywood,597,53.37989814,-6.165612355
8220DB000598,Avondale Park,598,53.37984663,-6.169282377
8220DB000599,Raheny Library,599,53.38030032,-6.173081078
8220DB000600,Raheny,600,53.38024793,-6.176119811
8220DB000601,Cill Eanna,601,53.37922348,-6.179665997
8220DB000602,Wade's Avenue,602,53.37814252,-6.183049071
8220DB000603,Ennafort Park,603,53.37738216,-6.18742543
8220DB000604,All Saints Road,604,53.37635464,-6.19079086
8220DB000605,The Meadows,605,53.37566666,-6.193435327
8220DB000606,St Brigid's Church,606,53.37470898,-6.19786466
8220DB000607,The Demesne,607,53.37251578,-6.202030214
8220DB000608,Killester,608,53.37107838,-6.204465315
8220DB000609,Castle Grove,609,53.36983754,-6.208620256
8220DB000610,Ashbrook,610,53.3683623,-6.211537455
8220DB000611,Hollybrook Park,611,53.36675468,-6.218832922
8220DB000612,Copeland Avenue,612,53.36575623,-6.22420913
8220DB000613,Marino Crescent Park,613,53.36461747,-6.226810998
8220DB000614,Fairview,614,53.363638,-6.23349323
8220DB000615,Annesley Bridge,615,53.36190642,-6.237351299
8220DB000616,Nth Strand Fire Stn,616,53.35984471,-6.239554896
8220DB000617,Strandville Avenue,617,53.35789452,-6.242009096
8220DB000618,Newcomen Bridge,618,53.35610118,-6.244742068
8220DB000619,Amiens Street,619,53.35404463,-6.247305334
8220DB000620,Talbot Street,620,53.35096109,-6.252779557
8220DB000621,Talbot Street,621,53.35051778,-6.256267648
8220DB000624,Ribh Road,624,53.38018531,-6.189125238
8220DB000625,Lein Gardens,625,53.38178757,-6.186321297
8220DB000626,Edenmore Green,626,53.38449452,-6.184056419
8220DB000627,Edenmore Green,627,53.38540702,-6.182003033
8220DB000628,Edenmore Grove,628,53.386955,-6.183906579
8220DB000629,Edenmore Drive,629,53.38652797,-6.185969425
8220DB000630,Springdale Road,630,53.387244,-6.189321752
8220DB000633,Tonlegee Drive,633,53.38964434,-6.18935518
8220DB000634,Tonlegee Avenue,634,53.3902752,-6.184141109
8220DB000635,Glenwood Road,635,53.38902254,-6.183923801
8220DB000636,Glenfarne Road,636,53.38885866,-6.186742348
8220DB000637,Springdale Road,637,53.38779183,-6.189884854
8220DB000638,Edenmore Avenue,638,53.38676232,-6.188379996
8220DB000639,Edenmore Park,639,53.38633302,-6.186744461
8220DB000640,Edenmore Grove,640,53.38670539,-6.18345114
8220DB000641,Edenmore Green,641,53.38582638,-6.182391081
8220DB000642,Edenmore Green,642,53.38473185,-6.183114229
8220DB000643,St Josephs Hospital,643,53.38356614,-6.183885468
8220DB000644,Lein Park,644,53.38236251,-6.185710577
8220DB000645,Ribh Road,645,53.3801688,-6.18862988
8220DB000649,All Saints Road,649,53.37628367,-6.189666567
8220DB000650,Sybil Hill Avenue,650,53.37540285,-6.185525483
8220DB000651,All Saints Park,651,53.37547945,-6.179930909
8220DB000653,Raheny,653,53.37946305,-6.175341639
8220DB000654,Watermill Road,654,53.37921008,-6.177020981
8220DB000655,Watermill Drive,655,53.37773867,-6.175430402
8220DB000656,St Anne's Avenue,656,53.3764702,-6.177709192
8220DB000657,All Saints Park,657,53.3755454,-6.178951117
8220DB000658,Waterfall Road,658,53.37498005,-6.18313862
8220DB000659,Sybil Hill Avenue,659,53.37523744,-6.185878213
8220DB000664,Donnycarney Church,664,53.37471925,-6.219507562
8220DB000665,Casino Park,665,53.37246632,-6.222126461
8220DB000666,Mount Temple School,666,53.37023312,-6.224263348
8220DB000667,Brian Road,667,53.36798165,-6.226986847
8220DB000668,Marino Crescent Park,668,53.36457498,-6.229397317
8220DB000669,Malahide Road,669,53.366317,-6.228678905
8220DB000670,Mount Temple School,670,53.36895611,-6.226029664
8220DB000671,Nazareth House,671,53.37071684,-6.224153053
8220DB000672,Donnycarney Road,672,53.37346635,-6.221077821
8220DB000675,Buckingham St Lower,675,53.35285814,-6.248525759
8220DB000709,St Brigid's Church,709,53.37503806,-6.197039132
8220DB000722,Raheny Station,722,53.3811137,-6.175722025
8220DB000723,Raheny Road,723,53.38415179,-6.175727422
8220DB000724,Grange Park Road,724,53.38695546,-6.174510011
8220DB000725,Ardscoil La Salle,725,53.38957237,-6.170488811
8220DB000726,Grange Road,726,53.39174835,-6.167613781
8220DB000727,Ardara Avenue,727,53.39370485,-6.166838025
8220DB000728,Holy Trinity Church,728,53.39531621,-6.163490595
8220DB000729,Holy Trinity NS,729,53.39655846,-6.162444595
8220DB000730,Grangemore Road,730,53.3981667,-6.161818869
8220DB000738,Grange Road,738,53.39760036,-6.161813205
8220DB000739,Holy Trinity Church,739,53.39514509,-6.163467889
8220DB000740,Ardara Avenue,740,53.39314128,-6.167012615
8220DB000741,St Donagh's Road,741,53.39190773,-6.167456571
8220DB000742,Raheny Road,742,53.38982341,-6.169861588
8220DB000743,Woodbine Park,743,53.38802486,-6.172735238
8220DB000744,Belmont Park,744,53.3850922,-6.174920484
8220DB000745,Raheny Station,745,53.38134357,-6.175471677
8220DB000746,Kildare Street,746,53.34015362,-6.255594282
8220DB000747,Kildare Street,747,53.3399308,-6.255723519
8220DB000748,Huguenot Cemetery,748,53.33850953,-6.255030666
8220DB000749,Baggot St Lower,749,53.3376207,-6.250802147
8220DB000750,Fitzwilliam Street,750,53.33657108,-6.248487503
8220DB000751,Herbert Street,751,53.33532055,-6.246571636
8220DB000752,Baggot St Upper,752,53.33367165,-6.24446202
8220DB000753,Waterloo Road,753,53.33245339,-6.243521055
8220DB000754,Burlington Road,754,53.33078378,-6.244280327
8220DB000755,Wellington Lane,755,53.32882805,-6.245141368
8220DB000756,Royal Hospital,756,53.32639976,-6.242598747
8220DB000757,Donnybrook Village,757,53.32408134,-6.23958651
8220DB000758,Victoria Avenue,758,53.32268694,-6.23767738
8220DB000759,Donnybrook Stadium,759,53.32034885,-6.233345517
8220DB000760,Donnybrook Church,760,53.31833019,-6.230561956
8220DB000761,Teresian School,761,53.3161004,-6.227487214
8220DB000762,RTE,762,53.31451706,-6.224370944
8220DB000763,Belfield Court,763,53.31232014,-6.221100319
8220DB000769,Belfield Court,769,53.31190109,-6.221327857
8220DB000770,RTE,770,53.31463619,-6.225731811
8220DB000771,Teresian School,771,53.31588007,-6.227781522
8220DB000772,Donnybrook Garage,772,53.31848526,-6.231321064
8220DB000773,Donnybrook Road,773,53.31991635,-6.233273319
8220DB000774,Donnybrook Garda Stn,774,53.32161212,-6.235499996
8220DB000775,Donnybrook Village,775,53.32348971,-6.239085447
8220DB000776,Morehampton Terrace,776,53.32547924,-6.241735821
8220DB000777,Royal Hospital,777,53.32697216,-6.243626144
8220DB000779,Waterloo Road,779,53.32868874,-6.245447363
8220DB000780,Burlington Road,780,53.33106335,-6.244343918
8220DB000781,Baggot Street,781,53.33262627,-6.243664103
8220DB000782,Baggot St Upper,782,53.33358381,-6.244600768
8220DB000783,Baggot St Lower,783,53.33530854,-6.246977564
8220DB000784,Fitzwilliam Street,784,53.33645673,-6.248657371
8220DB000785,Pembroke St Lower,785,53.3371059,-6.251859373
8220DB000786,Embassy of Malta,786,53.33514671,-6.256174036
8220DB000790,Stephen's Green Nth,790,53.33929437,-6.258302473
8220DB000791,Stephen's Green Nth,791,53.33887962,-6.25698283
